trainSet	testSet	neighbourhood	neighbourhoodSize	threshold	predictor	similarityMetric	predictionMetric	socialNeighbourhood	socialThreshold	RMSE	runTime
0.1_set1.base	0.1_set1.test	size	2000	null	userbased	cosine	adjweighted	null	null	0.8751636212460606	17.900671
0.1_set1.base	0.1_set1.test	size	2000	null	userbased	pearson	weighted	null	null	0.8768170886951147	18.030733
0.1_set1.base	0.1_set1.test	size	2000	null	userbased	pearson	adjusted	null	null	0.8711268908473058	18.175913
0.1_set1.base	0.1_set1.test	size	2000	null	userbased	pearson	adjweighted	null	null	0.8696084500757065	18.317804
0.1_set1.base	0.1_set1.test	threshold	null	0.0	userbased	cosine	weighted	null	null	0.8822143544223758	17.845539
0.1_set1.base	0.1_set1.test	threshold	null	0.0	userbased	cosine	adjusted	null	null	0.8711268908473058	18.366686
0.1_set1.base	0.1_set1.test	threshold	null	0.0	userbased	cosine	adjweighted	null	null	0.8751636212460606	18.003229
0.1_set1.base	0.1_set1.test	threshold	null	0.0	userbased	pearson	weighted	null	null	0.8768170886951147	17.795799
0.1_set1.base	0.1_set1.test	threshold	null	0.0	userbased	pearson	adjusted	null	null	0.8718133301620468	17.871276
0.1_set1.base	0.1_set1.test	threshold	null	0.0	userbased	pearson	adjweighted	null	null	0.8696084500757065	18.595491
0.1_set1.base	0.1_set1.test	threshold	null	0.1	userbased	cosine	weighted	null	null	0.8822143544223758	1.22032
0.1_set1.base	0.1_set1.test	threshold	null	0.1	userbased	cosine	adjusted	null	null	0.875164332190165	1.174426
0.1_set1.base	0.1_set1.test	threshold	null	0.1	userbased	cosine	adjweighted	null	null	0.8751636212460606	1.186786
0.1_set1.base	0.1_set1.test	threshold	null	0.1	userbased	pearson	weighted	null	null	0.8768428673180347	1.076005
0.1_set1.base	0.1_set1.test	threshold	null	0.1	userbased	pearson	adjusted	null	null	0.8695611201982605	1.063973
0.1_set1.base	0.1_set1.test	threshold	null	0.1	userbased	pearson	adjweighted	null	null	0.8696149968719648	1.06396
0.1_set1.base	0.1_set1.test	threshold	null	0.2	userbased	cosine	weighted	null	null	0.8822143544223758	1.163883
0.1_set1.base	0.1_set1.test	threshold	null	0.2	userbased	cosine	adjusted	null	null	0.875164332190165	1.180068
0.1_set1.base	0.1_set1.test	threshold	null	0.2	userbased	cosine	adjweighted	null	null	0.8751636212460606	1.228927
0.1_set1.base	0.1_set1.test	threshold	null	0.2	userbased	pearson	weighted	null	null	0.8768040629127922	1.088933
0.1_set1.base	0.1_set1.test	threshold	null	0.2	userbased	pearson	adjusted	null	null	0.8696145661270419	1.078679
0.1_set1.base	0.1_set1.test	threshold	null	0.2	userbased	pearson	adjweighted	null	null	0.8696040794022375	1.081632
0.1_set1.base	0.1_set1.test	threshold	null	0.3	userbased	cosine	weighted	null	null	0.8822143544223758	1.189471
0.1_set1.base	0.1_set1.test	threshold	null	0.3	userbased	cosine	adjusted	null	null	0.875164332190165	1.19543
