trainSet	testSet	neighbourhood	neighbourhoodSize	threshold	predictor	similarityMetric	predictionMetric	socialNeighbourhood	socialThreshold	RMSE	runTime
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_1	0.5	0.8476686888962321	0.378775
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_1	0.5	0.847965836883484	2.104147
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_1	0.8	0.8476753672778694	0.14266
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_1	0.8	0.8477888799563578	0.142443
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_1	0.8	0.847675424745478	0.381259
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_1	0.8	0.8479725703723423	2.11705
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_2	0.2	0.8569199632954366	1.15376
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_2	0.2	0.8593781329980816	1.153289
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_2	0.2	0.8569206107851718	1.339944
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_2	0.2	0.8626422267854674	3.05865
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_2	0.5	0.8569207654355919	1.068136
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_2	0.5	0.8593797031436794	1.068033
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_2	0.5	0.8569214136772544	1.30874
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_2	0.5	0.862643263849954	3.075264
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_2	0.8	0.8569346110135048	1.068874
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_2	0.8	0.8593925255820354	1.180944
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_2	0.8	0.856935267563237	1.428499
0.1_set3.base	0.1_set3.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_2	0.8	0.8626366082939837	3.29347
0.1_set4.base	0.1_set4.test	threshold	null	0.2	userbased	cosine	adjweighted	null	null	0.8776420465220824	1.345249
0.1_set4.base	0.1_set4.test	threshold	null	0.2	userbased	cosine	centrality0	null	null	0.8808805058692059	1.288778
0.1_set4.base	0.1_set4.test	threshold	null	0.2	userbased	cosine	centrality1	null	null	0.8776516899386673	1.494248
0.1_set4.base	0.1_set4.test	threshold	null	0.2	userbased	cosine	centrality2	null	null	0.882051814390056	3.486758
0.1_set4.base	0.1_set4.test	threshold	null	0.5	userbased	cosine	adjweighted	null	null	0.8776420465220824	1.281654
0.1_set4.base	0.1_set4.test	threshold	null	0.5	userbased	cosine	centrality0	null	null	0.8808805058692059	1.381769
0.1_set4.base	0.1_set4.test	threshold	null	0.5	userbased	cosine	centrality1	null	null	0.8776516899386673	1.55483
0.1_set4.base	0.1_set4.test	threshold	null	0.5	userbased	cosine	centrality2	null	null	0.882051814390056	3.471026
0.1_set4.base	0.1_set4.test	threshold	null	0.8	userbased	cosine	adjweighted	null	null	0.8775650146714634	1.401125
0.1_set4.base	0.1_set4.test	threshold	null	0.8	userbased	cosine	centrality0	null	null	0.8808084862949647	1.280958
0.1_set4.base	0.1_set4.test	threshold	null	0.8	userbased	cosine	centrality1	null	null	0.877574682642457	1.559032
0.1_set4.base	0.1_set4.test	threshold	null	0.8	userbased	cosine	centrality2	null	null	0.8819898356669154	3.328574
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_1	0.2	0.8455143527164939	0.152546
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_1	0.2	0.8456381847521763	0.159207
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_1	0.2	0.8455144189989664	0.391646
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_1	0.2	0.845778584164292	2.22667
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_1	0.5	0.8455143527164939	0.140682
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_1	0.5	0.8456381847521763	0.15681
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_1	0.5	0.8455144189989664	0.393432
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_1	0.5	0.845778584164292	2.225409
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_1	0.8	0.8455265836928565	0.142593
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_1	0.8	0.84565447476873	0.155517
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_1	0.8	0.8455266528513687	0.399955
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_1	0.8	0.8457980291469752	2.245959
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_2	0.2	0.8557605839301176	1.148582
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_2	0.2	0.8572827492493537	1.117916
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_2	0.2	0.8557605004304537	1.369568
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_2	0.2	0.8595532753223198	3.457217
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_2	0.5	0.8557605839301176	1.19275
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_2	0.5	0.8572827492493537	1.212484
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_2	0.5	0.8557605004304537	1.465494
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_2	0.5	0.8595532753223198	3.315362
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_2	0.8	0.8558056634743313	1.120548
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_2	0.8	0.8573535799411557	1.120959
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_2	0.8	0.8558056258779074	1.411235
0.1_set4.base	0.1_set4.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_2	0.8	0.8596253738312457	3.442588
0.1_set5.base	0.1_set5.test	threshold	null	0.2	userbased	cosine	adjweighted	null	null	0.8796540939693277	1.399983
0.1_set5.base	0.1_set5.test	threshold	null	0.2	userbased	cosine	centrality0	null	null	0.8846463809353426	1.370705
0.1_set5.base	0.1_set5.test	threshold	null	0.2	userbased	cosine	centrality1	null	null	0.8799573254088102	1.628801
0.1_set5.base	0.1_set5.test	threshold	null	0.2	userbased	cosine	centrality2	null	null	0.885527658745248	3.635694
0.1_set5.base	0.1_set5.test	threshold	null	0.5	userbased	cosine	adjweighted	null	null	0.8796540939693277	1.372063
0.1_set5.base	0.1_set5.test	threshold	null	0.5	userbased	cosine	centrality0	null	null	0.8846463809353426	1.384793
0.1_set5.base	0.1_set5.test	threshold	null	0.5	userbased	cosine	centrality1	null	null	0.8799573254088102	1.653128
0.1_set5.base	0.1_set5.test	threshold	null	0.5	userbased	cosine	centrality2	null	null	0.885527658745248	3.562114
0.1_set5.base	0.1_set5.test	threshold	null	0.8	userbased	cosine	adjweighted	null	null	0.8796762209829342	1.380271
0.1_set5.base	0.1_set5.test	threshold	null	0.8	userbased	cosine	centrality0	null	null	0.8846764058156715	1.330091
0.1_set5.base	0.1_set5.test	threshold	null	0.8	userbased	cosine	centrality1	null	null	0.8799786235441367	1.596227
0.1_set5.base	0.1_set5.test	threshold	null	0.8	userbased	cosine	centrality2	null	null	0.8855529325301921	3.490963
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_1	0.2	0.8473105747431209	0.176575
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_1	0.2	0.8474218494392801	0.162082
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_1	0.2	0.8473106474237877	0.423629
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_1	0.2	0.8475438411836442	2.317525
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_1	0.5	0.8473105747431209	0.153294
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_1	0.5	0.8474218494392801	0.163621
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_1	0.5	0.8473106474237877	0.424427
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_1	0.5	0.8475438411836442	2.31898
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_1	0.8	0.8473105747431209	0.157252
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_1	0.8	0.8474218494392801	0.161513
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_1	0.8	0.8473106474237877	0.414848
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_1	0.8	0.8475438411836442	2.297561
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_2	0.2	0.8595742138024984	1.205281
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_2	0.2	0.8613646031275334	1.200186
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_2	0.2	0.8595744913456008	1.436117
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_2	0.2	0.8632481860005785	3.314318
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_2	0.5	0.8595742138024984	1.184638
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_2	0.5	0.8613646031275334	1.194455
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_2	0.5	0.8595744913456008	1.465832
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_2	0.5	0.8632481860005785	3.35318
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_2	0.8	0.8595816913291006	1.218034
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_2	0.8	0.8613676441458562	1.205408
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_2	0.8	0.859581958621621	1.458905
0.1_set5.base	0.1_set5.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_2	0.8	0.8632420506104898	3.35376
0.2_set1.base	0.2_set1.test	threshold	null	0.2	userbased	cosine	adjweighted	null	null	0.852453060059867	3.533505
0.2_set1.base	0.2_set1.test	threshold	null	0.2	userbased	cosine	centrality0	null	null	0.8629717049237671	3.359872
0.2_set1.base	0.2_set1.test	threshold	null	0.2	userbased	cosine	centrality1	null	null	0.8529143719154205	3.536465
0.2_set1.base	0.2_set1.test	threshold	null	0.2	userbased	cosine	centrality2	null	null	0.8785961962791282	5.408049
0.2_set1.base	0.2_set1.test	threshold	null	0.5	userbased	cosine	adjweighted	null	null	0.8524541179737113	3.224666
0.2_set1.base	0.2_set1.test	threshold	null	0.5	userbased	cosine	centrality0	null	null	0.8629845407940656	3.256922
0.2_set1.base	0.2_set1.test	threshold	null	0.5	userbased	cosine	centrality1	null	null	0.8529156463822433	3.539451
0.2_set1.base	0.2_set1.test	threshold	null	0.5	userbased	cosine	centrality2	null	null	0.8786063112700394	5.426708
0.2_set1.base	0.2_set1.test	threshold	null	0.8	userbased	cosine	adjweighted	null	null	0.8524020516891982	3.251963
0.2_set1.base	0.2_set1.test	threshold	null	0.8	userbased	cosine	centrality0	null	null	0.8629795345692678	3.242728
0.2_set1.base	0.2_set1.test	threshold	null	0.8	userbased	cosine	centrality1	null	null	0.8528732399143991	3.523757
0.2_set1.base	0.2_set1.test	threshold	null	0.8	userbased	cosine	centrality2	null	null	0.8784968332573311	5.445211
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_1	0.2	0.8180903412817606	0.205476
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_1	0.2	0.8196100160114865	0.21324
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_1	0.2	0.8180912383039494	0.462587
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_1	0.2	0.8222779807589483	2.36671
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_1	0.5	0.8180903412817606	0.186637
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_1	0.5	0.8196100160114865	0.20605
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_1	0.5	0.8180912383039494	0.452641
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_1	0.5	0.8222779807589483	2.375181
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_1	0.8	0.8181220047569491	0.189632
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_1	0.8	0.8196179738090075	0.212696
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_1	0.8	0.8181228877474451	0.452031
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_1	0.8	0.8222752905718618	2.347164
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_2	0.2	0.8325775286324517	1.641233
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_2	0.2	0.8372224713970428	1.674872
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_2	0.2	0.832577772317781	1.929027
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_2	0.2	0.8467871762703794	3.828324
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_2	0.5	0.8326322413400764	1.687146
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_2	0.5	0.8372626580703648	1.668488
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_2	0.5	0.8326324749738611	1.920987
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_2	0.5	0.8468020581961454	3.799207
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	adjweighted	friends_2	0.8	0.832606543094926	1.624731
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality0	friends_2	0.8	0.8372862079896796	1.684308
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality1	friends_2	0.8	0.8326069639541597	1.937419
0.2_set1.base	0.2_set1.test	socialthreshold	null	null	socialuser	cosine	centrality2	friends_2	0.8	0.846846294075678	3.826089
